ticker,Mean R^2,"Mean R^2, firm","Mean R^2, year","Mean R^2, rolling"
DFG,-0.17167210578918457,-0.526688402237927,-0.06718945670237186,-0.07240735488908823
DFIN,0.1679760217666626,0.15995410442427693,0.05064717834885957,0.0433499204852118
DFRG,-0.04193294048309326,-0.042984026378356965,-0.054189122630694087,-0.06055092270578255
DFS,0.16506725549697876,0.09488197190579772,0.06527910666192704,0.06475280082449453
DFT,0.1572171449661255,-0.08812341233984711,0.10257976191838691,0.06810166565067632
DG,0.11665773391723633,0.08957499042228567,0.08906844379961443,0.0756279285975433
DGI,0.08829253911972046,0.08795233181792217,0.0810436943092353,0.0873385269176764
DGICA,0.061381638050079346,0.061499859418464364,-0.10039353115776906,-0.055830844536537194
DGII,-0.1745765209197998,-0.22249447387188126,-0.14369134780540538,-0.15600318244647826
DGIT,0.048841774463653564,-0.13901156027874628,0.2149308598029933,0.13745452173574757
DGX,0.1748117208480835,0.04979886849536064,0.08986944533536956,0.043288885336089655
DHI,0.2955440282821655,0.29820602219345105,0.14980522327174628,0.15637103935676566
DHR,0.3657681941986084,0.02019331307716854,0.28349566170460216,0.301454465146333
DHT,0.0498427152633667,0.048446177798558865,-0.04758722204255239,-0.009279043441663637
DHX,0.018437683582305908,-0.019705210568012,0.12795293860001222,0.13066221107235365
DIN,0.23794686794281006,0.23105745315100767,0.10618578793512146,0.13105439282889442
DIOD,-0.020577549934387207,-0.024847130365146963,0.03804672950226584,0.015759840279993775
DIS,0.1246410608291626,0.05126260084389689,0.09741170660993581,0.09433751798260126
DISCA,0.16084182262420654,0.03282394600913574,0.07786551081866044,0.09217295844860074
DISCK,0.13347464799880981,0.042366637772314975,0.07902709168961086,0.07129627115929726
DISH,0.0213472843170166,-0.030134637217212434,0.06490045182887316,0.04649977607185274
DIVX,-0.2756572961807251,0.26455252453356204,-0.26640991357792276,-0.035006848643052146
DJX,0.2458897829055786,-0.7956810933759733,0.40059022982922854,0.3954884528340489
DK,0.03609967231750488,0.027467599030802647,0.04818536839979293,0.02855161133544737
DKL,0.02906888723373413,0.014952348082210909,-0.15317105859761648,-0.10526215866785193
DKS,0.1801127791404724,0.18275614572642807,0.05493216320878758,0.08954282744285136
DL,0.02921062707901001,0.04954202532473617,0.042570128945833674,0.01898701167761685
DLB,-0.17853260040283203,-0.1790255520775892,-0.2613221437991182,-0.210726728246307
DLLR,0.4072061777114868,0.1661605847496478,0.19539088716937703,0.23084693652018184
DLM,-0.23622870445251465,-0.14370572442690466,0.07819471340267492,-0.024419045694582975
DLNG,0.12149423360824585,-0.03834756597045352,0.08491497887505495,0.12532024866205105
DLPH,0.2155328392982483,0.2168454425943379,0.09845358025910045,0.17213312455914498
